<<<<<<< HEAD
"","sound.files","selec","start","end","species","bottom.freq","top.freq","relative.amp","dist","distance_m","relative_dir","vol","col_dir","col_spec","TA"
"36","12_100W_YBC_75.mp3",44,0,20,"YBC",1.65287356321839,1.75287356321839,0.00540650553441751,"100W",100,"W","75","#2A9D8F","#283618","T"
"37","13_25E_AF_100.mp3",45,0,20,"AF",5.22962239583333,5.32962239583333,0.0572115288178002,"25E",25,"E","100","#FFB703","#79A356","T"
"38","13_25E_AF_75.mp3",46,0,20,"AF",5.22962239583333,5.32962239583333,0.054978401039423,"25E",25,"E","75","#FFB703","#79A356","T"
"39","13_25E_BG_100.mp3",47,0,20,"BG",6.83006230529595,6.93006230529595,0.0348570707662729,"25E",25,"E","100","#FFB703","#BC4749","T"
"40","13_25E_BG_75.mp3",48,0,20,"BG",6.83006230529595,6.93006230529595,0.0220967774378943,"25E",25,"E","75","#FFB703","#BC4749","T"
"41","13_25E_CW5_50.mp3",51,0,20,"CW5",2.9530701754386,3.0530701754386,0.0704486424723847,"25E",25,"E","50","#FFB703","#2A9D8F","T"
"42","13_25E_CW5_75.mp3",52,0,20,"CW5",2.9530701754386,3.0530701754386,0.0899127653980406,"25E",25,"E","75","#FFB703","#2A9D8F","T"
"43","13_25E_EWP_100.mp3",53,0,20,"EWP",4.15535714285714,4.25535714285714,0.0634169146211882,"25E",25,"E","100","#FFB703","#FFB703","T"
"44","13_25E_EWP_75.mp3",54,0,20,"EWP",4.15535714285714,4.25535714285714,0.0201117587434465,"25E",25,"E","75","#FFB703","#FFB703","T"
"45","13_25E_YBC_100.mp3",55,0,20,"YBC",1.65287356321839,1.75287356321839,0.156497283982842,"25E",25,"E","100","#FFB703","#283618","T"
"46","13_25E_YBC_75.mp3",56,0,20,"YBC",1.65287356321839,1.75287356321839,0.0499560110332438,"25E",25,"E","75","#FFB703","#283618","T"
"47","14_50E_AF_100.mp3",57,0,20,"AF",5.22962239583333,5.32962239583333,0.0271860915994365,"50E",50,"E","100","#FFB703","#79A356","T"
"48","14_50E_AF_75.mp3",58,0,20,"AF",5.22962239583333,5.32962239583333,0.0146708694557772,"50E",50,"E","75","#FFB703","#79A356","T"
"49","14_50E_BG_100.mp3",59,0,20,"BG",6.83006230529595,6.93006230529595,0.0211937572033861,"50E",50,"E","100","#FFB703","#BC4749","T"
"50","14_50E_BG_75.mp3",60,0,20,"BG",6.83006230529595,6.93006230529595,0.012325279595594,"50E",50,"E","75","#FFB703","#BC4749","T"
"51","14_50E_CW5_50.mp3",63,0,20,"CW5",2.9530701754386,3.0530701754386,0.0346291698277763,"50E",50,"E","50","#FFB703","#2A9D8F","T"
"52","14_50E_CW5_75.mp3",64,0,20,"CW5",2.9530701754386,3.0530701754386,0.0554763088577864,"50E",50,"E","75","#FFB703","#2A9D8F","T"
"53","14_50E_EWP_100.mp3",65,0,20,"EWP",4.15535714285714,4.25535714285714,0.0122381031005138,"50E",50,"E","100","#FFB703","#FFB703","T"
"54","14_50E_EWP_75.mp3",66,0,20,"EWP",4.15535714285714,4.25535714285714,0.0115162306032793,"50E",50,"E","75","#FFB703","#FFB703","T"
"55","14_50E_YBC_100.mp3",67,0,20,"YBC",1.65287356321839,1.75287356321839,0.0405800226687929,"50E",50,"E","100","#FFB703","#283618","T"
"56","14_50E_YBC_75.mp3",68,0,20,"YBC",1.65287356321839,1.75287356321839,0.0178205468828381,"50E",50,"E","75","#FFB703","#283618","T"
"57","15_75E_AF_100.mp3",69,0,20,"AF",5.22962239583333,5.32962239583333,0.0438776970730308,"75E",75,"E","100","#FFB703","#79A356","T"
"58","15_75E_AF_75.mp3",70,0,20,"AF",5.22962239583333,5.32962239583333,0.0172641187504048,"75E",75,"E","75","#FFB703","#79A356","T"
"59","15_75E_BG_100.mp3",71,0,20,"BG",6.83006230529595,6.93006230529595,0.0152439223995679,"75E",75,"E","100","#FFB703","#BC4749","T"
"60","15_75E_BG_75.mp3",72,0,20,"BG",6.83006230529595,6.93006230529595,0.0060063474925724,"75E",75,"E","75","#FFB703","#BC4749","T"
"61","15_75E_CW5_50.mp3",75,0,20,"CW5",2.9530701754386,3.0530701754386,0.0201371204598433,"75E",75,"E","50","#FFB703","#2A9D8F","T"
"62","15_75E_CW5_75.mp3",76,0,20,"CW5",2.9530701754386,3.0530701754386,0.0598078990842709,"75E",75,"E","75","#FFB703","#2A9D8F","T"
"63","15_75E_EWP_100.mp3",77,0,20,"EWP",4.15535714285714,4.25535714285714,0.0182385613265723,"75E",75,"E","100","#FFB703","#FFB703","T"
"64","15_75E_EWP_75.mp3",78,0,20,"EWP",4.15535714285714,4.25535714285714,0.0207330937752556,"75E",75,"E","75","#FFB703","#FFB703","T"
"65","15_75E_YBC_100.mp3",79,0,20,"YBC",1.65287356321839,1.75287356321839,0.0250303406397179,"75E",75,"E","100","#FFB703","#283618","T"
"66","15_75E_YBC_75.mp3",80,0,20,"YBC",1.65287356321839,1.75287356321839,0.0072183296766129,"75E",75,"E","75","#FFB703","#283618","T"
"67","16_100E_AF_100.mp3",81,0,20,"AF",5.22962239583333,5.32962239583333,0.00528418836246466,"100E",100,"E","100","#FFB703","#79A356","T"
"68","16_100E_AF_75.mp3",82,0,20,"AF",5.22962239583333,5.32962239583333,0.00286408099679333,"100E",100,"E","75","#FFB703","#79A356","T"
"69","16_100E_BG_100.mp3",83,0,20,"BG",6.83006230529595,6.93006230529595,0.00541576912480635,"100E",100,"E","100","#FFB703","#BC4749","T"
"70","16_100E_BG_75.mp3",84,0,20,"BG",6.83006230529595,6.93006230529595,0.00454389478808561,"100E",100,"E","75","#FFB703","#BC4749","T"
"71","16_100E_CW5_50.mp3",87,0,20,"CW5",2.9530701754386,3.0530701754386,0.00772782559287254,"100E",100,"E","50","#FFB703","#2A9D8F","T"
"72","16_100E_CW5_75.mp3",88,0,20,"CW5",2.9530701754386,3.0530701754386,0.0162738482336359,"100E",100,"E","75","#FFB703","#2A9D8F","T"
"73","16_100E_EWP_100.mp3",89,0,20,"EWP",4.15535714285714,4.25535714285714,0.00232587034291919,"100E",100,"E","100","#FFB703","#FFB703","T"
"74","16_100E_EWP_75.mp3",90,0,20,"EWP",4.15535714285714,4.25535714285714,0.00339971990279072,"100E",100,"E","75","#FFB703","#FFB703","T"
"75","16_100E_YBC_100.mp3",91,0,20,"YBC",1.65287356321839,1.75287356321839,0.00968286613167359,"100E",100,"E","100","#FFB703","#283618","T"
"76","16_100E_YBC_75.mp3",92,0,20,"YBC",1.65287356321839,1.75287356321839,0.00858695740500862,"100E",100,"E","75","#FFB703","#283618","T"
"77","17_100N_AF_100.mp3",93,0,20,"AF",5.22962239583333,5.32962239583333,0.0209686154335136,"100N",100,"N","100","#BC4749","#79A356","T"
"78","17_100N_AF_75.mp3",94,0,20,"AF",5.22962239583333,5.32962239583333,0.0100465362760046,"100N",100,"N","75","#BC4749","#79A356","T"
"79","17_100N_BG_100.mp3",95,0,20,"BG",6.83006230529595,6.93006230529595,0.0053493343785993,"100N",100,"N","100","#BC4749","#BC4749","T"
"80","17_100N_BG_75.mp3",96,0,20,"BG",6.83006230529595,6.93006230529595,0.00653478772601174,"100N",100,"N","75","#BC4749","#BC4749","T"
"81","17_100N_CW5_50.mp3",99,0,20,"CW5",2.9530701754386,3.0530701754386,0.00976317181563397,"100N",100,"N","50","#BC4749","#2A9D8F","T"
"82","17_100N_CW5_75.mp3",100,0,20,"CW5",2.9530701754386,3.0530701754386,0.0222452311953877,"100N",100,"N","75","#BC4749","#2A9D8F","T"
"83","17_100N_EWP_100.mp3",101,0,20,"EWP",4.15535714285714,4.25535714285714,0.00833200675800441,"100N",100,"N","100","#BC4749","#FFB703","T"
"84","17_100N_EWP_75.mp3",102,0,20,"EWP",4.15535714285714,4.25535714285714,0.00538632195769023,"100N",100,"N","75","#BC4749","#FFB703","T"
"85","17_100N_YBC_100.mp3",103,0,20,"YBC",1.65287356321839,1.75287356321839,0.0143947297886162,"100N",100,"N","100","#BC4749","#283618","T"
"86","17_100N_YBC_75.mp3",104,0,20,"YBC",1.65287356321839,1.75287356321839,0.0103754692560264,"100N",100,"N","75","#BC4749","#283618","T"
"87","18_75N_AF_100.mp3",105,0,20,"AF",5.22962239583333,5.32962239583333,0.0225155373987612,"75N",75,"N","100","#BC4749","#79A356","T"
"88","18_75N_AF_75.mp3",106,0,20,"AF",5.22962239583333,5.32962239583333,0.0128352662804562,"75N",75,"N","75","#BC4749","#79A356","T"
"89","18_75N_BG_100.mp3",107,0,20,"BG",6.83006230529595,6.93006230529595,0.00966223382147135,"75N",75,"N","100","#BC4749","#BC4749","T"
"90","18_75N_BG_75.mp3",108,0,20,"BG",6.83006230529595,6.93006230529595,0.00491169182943968,"75N",75,"N","75","#BC4749","#BC4749","T"
"91","18_75N_CW5_50.mp3",111,0,20,"CW5",2.9530701754386,3.0530701754386,0.0131233785075667,"75N",75,"N","50","#BC4749","#2A9D8F","T"
"92","18_75N_CW5_75.mp3",112,0,20,"CW5",2.9530701754386,3.0530701754386,0.0299513932791436,"75N",75,"N","75","#BC4749","#2A9D8F","T"
"93","18_75N_EWP_100.mp3",113,0,20,"EWP",4.15535714285714,4.25535714285714,0.0178078960499421,"75N",75,"N","100","#BC4749","#FFB703","T"
"94","18_75N_EWP_75.mp3",114,0,20,"EWP",4.15535714285714,4.25535714285714,0.00677415762829917,"75N",75,"N","75","#BC4749","#FFB703","T"
"95","18_75N_YBC_100.mp3",115,0,20,"YBC",1.65287356321839,1.75287356321839,0.017959923124689,"75N",75,"N","100","#BC4749","#283618","T"
"96","18_75N_YBC_75.mp3",116,0,20,"YBC",1.65287356321839,1.75287356321839,0.00863530774088584,"75N",75,"N","75","#BC4749","#283618","T"
"97","19_25S_AF_100.mp3",117,0,20,"AF",5.22962239583333,5.32962239583333,0.0566545616907027,"25S",25,"S","100","#79A356","#79A356","T"
"98","19_25S_AF_75.mp3",118,0,20,"AF",5.22962239583333,5.32962239583333,0.0279462279143914,"25S",25,"S","75","#79A356","#79A356","T"
"99","19_25S_BG_100.mp3",119,0,20,"BG",6.83006230529595,6.93006230529595,0.0322249440451185,"25S",25,"S","100","#79A356","#BC4749","T"
"100","19_25S_BG_75.mp3",120,0,20,"BG",6.83006230529595,6.93006230529595,0.0244440786170147,"25S",25,"S","75","#79A356","#BC4749","T"
"101","19_25S_CW5_50.mp3",123,0,20,"CW5",2.9530701754386,3.0530701754386,0.0159827770133403,"25S",25,"S","50","#79A356","#2A9D8F","T"
"102","19_25S_CW5_75.mp3",124,0,20,"CW5",2.9530701754386,3.0530701754386,0.0587242832101992,"25S",25,"S","75","#79A356","#2A9D8F","T"
"103","19_25S_EWP_100.mp3",125,0,20,"EWP",4.15535714285714,4.25535714285714,0.0118792922004164,"25S",25,"S","100","#79A356","#FFB703","T"
"104","19_25S_EWP_75.mp3",126,0,20,"EWP",4.15535714285714,4.25535714285714,0.0104072517843981,"25S",25,"S","75","#79A356","#FFB703","T"
"105","19_25S_YBC_100.mp3",127,0,20,"YBC",1.65287356321839,1.75287356321839,0.0420835980561998,"25S",25,"S","100","#79A356","#283618","T"
"106","19_25S_YBC_75.mp3",128,0,20,"YBC",1.65287356321839,1.75287356321839,0.0103540883344383,"25S",25,"S","75","#79A356","#283618","T"
"107","2_75N_AF_100.mp3",129,0,20,"AF",5.22962239583333,5.32962239583333,0.0244257918173977,"75N",75,"N","100","#BC4749","#79A356","T"
"108","2_75N_AF_75.mp3",130,0,20,"AF",5.22962239583333,5.32962239583333,0.0175747239335475,"75N",75,"N","75","#BC4749","#79A356","T"
"109","2_75N_BG_100.mp3",131,0,20,"BG",6.83006230529595,6.93006230529595,0.0108568200462843,"75N",75,"N","100","#BC4749","#BC4749","T"
"110","2_75N_BG_75.mp3",132,0,20,"BG",6.83006230529595,6.93006230529595,0.00423658120182251,"75N",75,"N","75","#BC4749","#BC4749","T"
"111","2_75N_CW5_50.mp3",135,0,20,"CW5",2.9530701754386,3.0530701754386,0.016390661406387,"75N",75,"N","50","#BC4749","#2A9D8F","T"
"112","2_75N_CW5_75.mp3",136,0,20,"CW5",2.9530701754386,3.0530701754386,0.0280050848960956,"75N",75,"N","75","#BC4749","#2A9D8F","T"
"113","2_75N_EWP_100.mp3",137,0,20,"EWP",4.15535714285714,4.25535714285714,0.0254176451767891,"75N",75,"N","100","#BC4749","#FFB703","T"
"114","2_75N_EWP_75.mp3",138,0,20,"EWP",4.15535714285714,4.25535714285714,0.00900716572325607,"75N",75,"N","75","#BC4749","#FFB703","T"
"115","2_75N_YBC_100.mp3",139,0,20,"YBC",1.65287356321839,1.75287356321839,0.0288518800813507,"75N",75,"N","100","#BC4749","#283618","T"
"116","2_75N_YBC_75.mp3",140,0,20,"YBC",1.65287356321839,1.75287356321839,0.0128251310530644,"75N",75,"N","75","#BC4749","#283618","T"
"117","20_50N_AF_100.mp3",141,0,20,"AF",5.22962239583333,5.32962239583333,0.0291150588361842,"50N",50,"N","100","#BC4749","#79A356","T"
"118","20_50N_AF_75.mp3",142,0,20,"AF",5.22962239583333,5.32962239583333,0.0102199211426724,"50N",50,"N","75","#BC4749","#79A356","T"
"119","20_50N_BG_100.mp3",143,0,20,"BG",6.83006230529595,6.93006230529595,0.039686724068489,"50N",50,"N","100","#BC4749","#BC4749","T"
"120","20_50N_BG_75.mp3",144,0,20,"BG",6.83006230529595,6.93006230529595,0.0116403338443234,"50N",50,"N","75","#BC4749","#BC4749","T"
"121","20_50N_CW5_50.mp3",147,0,20,"CW5",2.9530701754386,3.0530701754386,0.0187910923178124,"50N",50,"N","50","#BC4749","#2A9D8F","T"
"122","20_50N_CW5_75.mp3",148,0,20,"CW5",2.9530701754386,3.0530701754386,0.039808044943633,"50N",50,"N","75","#BC4749","#2A9D8F","T"
"123","20_50N_EWP_100.mp3",149,0,20,"EWP",4.15535714285714,4.25535714285714,0.0312429130923895,"50N",50,"N","100","#BC4749","#FFB703","T"
"124","20_50N_EWP_75.mp3",150,0,20,"EWP",4.15535714285714,4.25535714285714,0.0118321367927023,"50N",50,"N","75","#BC4749","#FFB703","T"
"125","20_50N_YBC_100.mp3",151,0,20,"YBC",1.65287356321839,1.75287356321839,0.035525616942458,"50N",50,"N","100","#BC4749","#283618","T"
"126","20_50N_YBC_75.mp3",152,0,20,"YBC",1.65287356321839,1.75287356321839,0.0173337724318094,"50N",50,"N","75","#BC4749","#283618","T"
"127","21_50S_AF_100.mp3",153,0,20,"AF",5.22962239583333,5.32962239583333,0.049156068755087,"50S",50,"S","100","#79A356","#79A356","T"
"128","21_50S_AF_75.mp3",154,0,20,"AF",5.22962239583333,5.32962239583333,0.0165561882766245,"50S",50,"S","75","#79A356","#79A356","T"
"129","21_50S_BG_100.mp3",155,0,20,"BG",6.83006230529595,6.93006230529595,0.026865556095959,"50S",50,"S","100","#79A356","#BC4749","T"
"130","21_50S_BG_75.mp3",156,0,20,"BG",6.83006230529595,6.93006230529595,0.00807366355526623,"50S",50,"S","75","#79A356","#BC4749","T"
"131","21_50S_CW5_50.mp3",159,0,20,"CW5",2.9530701754386,3.0530701754386,0.00762625100712573,"50S",50,"S","50","#79A356","#2A9D8F","T"
"132","21_50S_CW5_75.mp3",160,0,20,"CW5",2.9530701754386,3.0530701754386,0.0502214720117923,"50S",50,"S","75","#79A356","#2A9D8F","T"
"133","21_50S_EWP_100.mp3",161,0,20,"EWP",4.15535714285714,4.25535714285714,0.00969277733614097,"50S",50,"S","100","#79A356","#FFB703","T"
"134","21_50S_EWP_75.mp3",162,0,20,"EWP",4.15535714285714,4.25535714285714,0.00954858302925795,"50S",50,"S","75","#79A356","#FFB703","T"
"135","21_50S_YBC_100.mp3",163,0,20,"YBC",1.65287356321839,1.75287356321839,0.0152669850519754,"50S",50,"S","100","#79A356","#283618","T"
"136","21_50S_YBC_75.mp3",164,0,20,"YBC",1.65287356321839,1.75287356321839,0.00931068092997626,"50S",50,"S","75","#79A356","#283618","T"
"137","22_25N_AF_100.mp3",165,0,20,"AF",5.22962239583333,5.32962239583333,0.142308625626476,"25N",25,"N","100","#BC4749","#79A356","T"
"138","22_25N_AF_75.mp3",166,0,20,"AF",5.22962239583333,5.32962239583333,0.0612231057854554,"25N",25,"N","75","#BC4749","#79A356","T"
"139","22_25N_BG_100.mp3",167,0,20,"BG",6.83006230529595,6.93006230529595,0.0631172154229578,"25N",25,"N","100","#BC4749","#BC4749","T"
"140","22_25N_BG_75.mp3",168,0,20,"BG",6.83006230529595,6.93006230529595,0.0240295887784429,"25N",25,"N","75","#BC4749","#BC4749","T"
"141","22_25N_CW5_50.mp3",171,0,20,"CW5",2.9530701754386,3.0530701754386,0.0383330101437146,"25N",25,"N","50","#BC4749","#2A9D8F","T"
"142","22_25N_CW5_75.mp3",172,0,20,"CW5",2.9530701754386,3.0530701754386,0.0951426503851108,"25N",25,"N","75","#BC4749","#2A9D8F","T"
"143","22_25N_EWP_100.mp3",173,0,20,"EWP",4.15535714285714,4.25535714285714,0.0603014188828474,"25N",25,"N","100","#BC4749","#FFB703","T"
"144","22_25N_EWP_75.mp3",174,0,20,"EWP",4.15535714285714,4.25535714285714,0.0242308106991069,"25N",25,"N","75","#BC4749","#FFB703","T"
"145","22_25N_YBC_100.mp3",175,0,20,"YBC",1.65287356321839,1.75287356321839,0.115577118072405,"25N",25,"N","100","#BC4749","#283618","T"
"146","22_25N_YBC_75.mp3",176,0,20,"YBC",1.65287356321839,1.75287356321839,0.0382702482585676,"25N",25,"N","75","#BC4749","#283618","T"
"147","23_75S_AF_100.mp3",177,0,20,"AF",5.22962239583333,5.32962239583333,0.0189679822669801,"75S",75,"S","100","#79A356","#79A356","T"
"148","23_75S_AF_75.mp3",178,0,20,"AF",5.22962239583333,5.32962239583333,0.0078409705738573,"75S",75,"S","75","#79A356","#79A356","T"
"149","23_75S_BG_100.mp3",179,0,20,"BG",6.83006230529595,6.93006230529595,0.00908308369986809,"75S",75,"S","100","#79A356","#BC4749","T"
"150","23_75S_CW5_50.mp3",182,0,20,"CW5",2.9530701754386,3.0530701754386,0.00643656453194573,"75S",75,"S","50","#79A356","#2A9D8F","T"
"151","23_75S_CW5_75.mp3",183,0,20,"CW5",2.9530701754386,3.0530701754386,0.0130367591779447,"75S",75,"S","75","#79A356","#2A9D8F","T"
"152","23_75S_EWP_100.mp3",184,0,20,"EWP",4.15535714285714,4.25535714285714,0.0106876630092909,"75S",75,"S","100","#79A356","#FFB703","T"
"153","23_75S_EWP_75.mp3",185,0,20,"EWP",4.15535714285714,4.25535714285714,0.00609346053580253,"75S",75,"S","75","#79A356","#FFB703","T"
"154","23_75S_YBC_100.mp3",186,0,20,"YBC",1.65287356321839,1.75287356321839,0.0119064873629885,"75S",75,"S","100","#79A356","#283618","T"
"155","24_100S_AF_100.mp3",187,0,20,"AF",5.22962239583333,5.32962239583333,0.00767731581860557,"100S",100,"S","100","#79A356","#79A356","T"
"156","24_100S_AF_75.mp3",188,0,20,"AF",5.22962239583333,5.32962239583333,0.00433651868056157,"100S",100,"S","75","#79A356","#79A356","T"
"157","24_100S_BG_100.mp3",189,0,20,"BG",6.83006230529595,6.93006230529595,0.00832925321943287,"100S",100,"S","100","#79A356","#BC4749","T"
"158","24_100S_CW5_75.mp3",191,0,20,"CW5",2.9530701754386,3.0530701754386,0.0178540754919008,"100S",100,"S","75","#79A356","#2A9D8F","T"
"159","24_100S_EWP_100.mp3",192,0,20,"EWP",4.15535714285714,4.25535714285714,0.00370755483320617,"100S",100,"S","100","#79A356","#FFB703","T"
"160","24_100S_YBC_100.mp3",193,0,20,"YBC",1.65287356321839,1.75287356321839,0.0123438076393943,"100S",100,"S","100","#79A356","#283618","T"
"161","25_75N_AF_100_A.mp3",194,0,20,"AF",5.22962239583333,5.32962239583333,0.0276685542906436,"75N",75,"N","100","#BC4749","#79A356","A"
"162","25_75N_CW5_75_A.mp3",195,0,20,"CW5",2.9530701754386,3.0530701754386,0.00729623297960486,"75N",75,"N","75","#BC4749","#2A9D8F","A"
"163","26_25S_AF_100_A.mp3",196,0,20,"AF",5.22962239583333,5.32962239583333,0.0277547471343919,"25S",25,"S","100","#79A356","#79A356","A"
"164","26_25S_CW5_75_A.mp3",197,0,20,"CW5",2.9530701754386,3.0530701754386,0.0194158525448589,"25S",25,"S","75","#79A356","#2A9D8F","A"
"165","27_50N_AF_100_A.mp3",198,0,20,"AF",5.22962239583333,5.32962239583333,0.0289984060613613,"50N",50,"N","100","#BC4749","#79A356","A"
"166","27_50N_CW5_75_A.mp3",199,0,20,"CW5",2.9530701754386,3.0530701754386,0.0204574873400011,"50N",50,"N","75","#BC4749","#2A9D8F","A"
"167","28_50S_AF_100_A.mp3",200,0,20,"AF",5.22962239583333,5.32962239583333,0.0169440923290984,"50S",50,"S","100","#79A356","#79A356","A"
"168","28_50S_CW5_75_A.mp3",201,0,20,"CW5",2.9530701754386,3.0530701754386,0.020567189186799,"50S",50,"S","75","#79A356","#2A9D8F","A"
"169","29_25N_AF_100_A.mp3",202,0,20,"AF",5.22962239583333,5.32962239583333,0.065053901107566,"25N",25,"N","100","#BC4749","#79A356","A"
"170","29_25N_CW5_75_A.mp3",203,0,20,"CW5",2.9530701754386,3.0530701754386,0.045319359837409,"25N",25,"N","75","#BC4749","#2A9D8F","A"
"171","3_25S_AF_100.mp3",204,0,20,"AF",5.22962239583333,5.32962239583333,0.0697660452501197,"25S",25,"S","100","#79A356","#79A356","T"
"172","3_25S_AF_75.mp3",205,0,20,"AF",5.22962239583333,5.32962239583333,0.0227627938802171,"25S",25,"S","75","#79A356","#79A356","T"
"173","3_25S_BG_100.mp3",206,0,20,"BG",6.83006230529595,6.93006230529595,0.0643216488967074,"25S",25,"S","100","#79A356","#BC4749","T"
"174","3_25S_BG_75.mp3",207,0,20,"BG",6.83006230529595,6.93006230529595,0.0257813989757741,"25S",25,"S","75","#79A356","#BC4749","T"
"175","3_25S_CW5_50.mp3",210,0,20,"CW5",2.9530701754386,3.0530701754386,0.0305500882077072,"25S",25,"S","50","#79A356","#2A9D8F","T"
